common,latin,final.year,source,journal.pub.year,pub.title
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Canadian journal of zoology,1984,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,The american naturalist,1992,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Journal of zoology,2010,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Canadian journal of zoology,1980,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Evolution,1993,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Evolution,2009,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Trends in ecology & evolution,1993,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Biological journal of the linnean society,1999,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Canadian journal of zoology,2008,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Proceedings of the royal society of london. Series b: biological sciences,2000,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Trends in ecology & evolution,2011,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Molecular ecology,2006,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Evolution,1998,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Evolution,2003,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Molecular and cellular endocrinology,2008,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Journal of fish biology,2009,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Canadian journal of zoology,2012,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Biological invasions,2006,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Canadian journal of zoology,1984,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Molecular ecology,2005,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Ecology of freshwater fish,2011,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Systematic zoology,1976,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Ecology,1995,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Canadian journal of earth sciences,1970,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Boreas,2004,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,The american naturalist,2010,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Biological journal of the linnean society,1987,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Science,1994,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Nature reviews genetics,2014,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Journal of fish biology,2001,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Evolution,1996,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Current biology,2012,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Canadian journal of fisheries and aquatic sciences,2004,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Evolution,2012,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Journal of morphology,2011,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Journal of evolutionary biology,2007,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Canadian journal of zoology,1985,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Canadian journal of zoology,1984,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Little Quarry Lake Benthic Threespine Stickleback,Gasterosteus aculeatus,1970,Evolution,2009,"COSEWIC assessment and status report on the Little Quarry Lake benthic threespine stickleback, Gasterosteus aculeatus, and the Little Quarry Lake limnetic threespine stickleback, Gasterosteus aculeatus, in Canada ."
Loggerhead Sea Turtle,Caretta caretta,2010,Food and agriculture organization of the united nations,2014,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,International union for conservation of nature,1999,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Progress in oceanography,2001,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Marine pollution bulletin,2009,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Canadian journal of zoology,1992,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,The canadian field-naturalist,2004,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Journal of experimental marine biology and ecology,2008,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Chelonian conservation and biology,2018,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Biological conservation,2006,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Marine biology,2006,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Canadian journal of fisheries and aquatic sciences,2005,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Copeia,1985,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Behaviour,1992,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Science,1984,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Global change biology,2004,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Marine biology,2003,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Proceedings of the national academy of sciences,1995,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Nature,2000,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Copeia,1989,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,"The biology of sea turtles, volume ii",2002,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Ecological applications,2009,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Endangered species research,2008,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Environmental biology of fishes,2001,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Plos one,2007,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Canadian journal of zoology,2002,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Archives of environmental contamination and toxicology,1995,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Wildlife research,1996,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Conservation biology,2005,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Marine ecology progress series,2002,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Ecology,1987,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Copeia,1989,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Copeia,1995,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Environmental impact assessment review,2008,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Marine biology,2002,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Environmental biology of fishes,2000,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Ecological applications,1994,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Restoration ecology,1995,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Journal of herpetology,1990,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Bioscience,1986,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Bulletin of the american museum of natural history,2011,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Conservation biology,1987,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Ecology,2003,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Endangered species research,2006,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Chelonian conservation and biology,2007,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Molecular ecology,2005,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Copeia,2002,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Copeia,2007,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Journal of the marine biological association of the united kingdom,2002,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Biology letters,2007,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Restoration ecology,2001,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Marine ecology progress series,2000,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Deep sea research part ii: topical studies in oceanography,2006,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Fisheries oceanography,2004,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Fisheries oceanography,2000,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Biological conservation,1995,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Austral ecology,2016,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Biological conservation,1980,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Ecology letters,2004,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Journal of experimental marine biology and ecology,2009,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Canadian journal of zoology,1997,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Fish and fisheries,2006,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Conservation genetics,2004,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Marine ecology progress series,2011,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Journal of heredity,1995,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Environmental conservation,1981,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Marine biology,2002,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Journal of experimental marine biology and ecology,2008,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Diversity and distributions,2007,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Marine biology,2002,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Environmental management,1993,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Marine ecology progress series,2008,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Fisheries research,2008,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Conservation biology,1998,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Copeia,1994,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Herpetological monographs,1992,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Molecular ecology,2007,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Canadian journal of zoology,1988,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,American zoologist,1980,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Journal of herpetology,1992,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Conservation biology,1999,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
