common,latin,final.year,source,journal.pub.year,pub.title
Columbia Quillwort,Isoetes minima,2019,Conservation genetics,2013,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,New phytologist,2008,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Plos one,2016,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Scientific reports,2015,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Weed technology,1989,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,American fern journal,1986,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Plant physiology,1994,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,American fern journal,2001,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Journal of experimental botany,2014,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Journal of experimental botany,2011,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Botanical journal of the linnean society,2017,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Phytotaxa,2016,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Nature,2001,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Canadian journal of botany,1983,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Annual review of earth and planetary sciences,2001,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Canadian journal of botany,1995,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,The canadian field-naturalist,2015,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Journal of ecology,2006,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,International journal of plant sciences,2016,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Plant signaling &amp; behavior,2009,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,American fern journal,1990,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,American fern journal,1999,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Annals of the missouri botanical garden,1992,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Oecologia,2001,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Annals of the missouri botanical garden,1922,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Journal of ecology,2009,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Bulletin of the torrey botanical club,1996,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,The botanical review,2002,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Webbia,2016,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Quillwort,Isoetes minima,2019,Conservation biology,2008,"COSEWIC assessment and status report on the Columbia Quillwort, Isoetes minima, in Canada. : CW69-14/782-2019E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Province of british columbia,2009,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Transactions of the american fisheries society,2005,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Conservation biology,2008,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Copeia,2003,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Canadian journal of fisheries and aquatic sciences,1992,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Transactions of the american fisheries society,1973,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Environmental toxicology and chemistry,2002,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Transactions of the american fisheries society,2002,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Environmental biology of fishes,1994,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Canadian journal of zoology,1989,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Science,2000,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Copeia,1963,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Biochemical systematics and ecology,1981,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Copeia,1964,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Molecular phylogenetics and evolution,2008,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Journal of hydrology,2002,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Copeia,1982,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,American midland naturalist,1986,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,International journal of climatology,2006,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,American midland naturalist,1971,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Canadian journal of zoology,1984,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Canadian water resources journal,1998,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Transactions of the american fisheries society,2000,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Transactions of the american fisheries society,2004,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Copeia,2005,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Molecular biology and evolution,1998,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Transactions of the american fisheries society,2003,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Nature,2003,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Fisheries,2000,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbia Sculpin,Cottus hubbsi,2020,Plos biology,2004,"COSEWIC assessment and status report on the Columbia sculpin, Cottus hubbsi, in Canada.: CW69-14/268-2020E-PDF Publications - Canada.ca"
Columbian Carpet Moss,Bryoerythrophyllom columbianum,2004,The bryologist,1978,"COSEWIC assessment and status report on the Columbian carpet moss, Bryoerythrophyllom columbianum, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/380-2004E-PDF Publications - Canada.ca"
Columbian Carpet Moss,Bryoerythrophyllom columbianum,2004,Bulletin of the torrey botanical club,1968,"COSEWIC assessment and status report on the Columbian carpet moss, Bryoerythrophyllom columbianum, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/380-2004E-PDF Publications - Canada.ca"
Columbian Carpet Moss,Bryoerythrophyllom columbianum,2004,Canadian journal of botany,1978,"COSEWIC assessment and status report on the Columbian carpet moss, Bryoerythrophyllom columbianum, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/380-2004E-PDF Publications - Canada.ca"
Columbian Carpet Moss,Bryoerythrophyllom columbianum,2004,The bryologist,1981,"COSEWIC assessment and status report on the Columbian carpet moss, Bryoerythrophyllom columbianum, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/380-2004E-PDF Publications - Canada.ca"
Columbian Carpet Moss,Bryoerythrophyllom columbianum,2004,Critical reviews in plant sciences,1999,"COSEWIC assessment and status report on the Columbian carpet moss, Bryoerythrophyllom columbianum, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/380-2004E-PDF Publications - Canada.ca"
Columbian Carpet Moss,Bryoerythrophyllom columbianum,2004,The bryologist,1990,"COSEWIC assessment and status report on the Columbian carpet moss, Bryoerythrophyllom columbianum, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/380-2004E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Province of ontario,2010,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Forest ecology and management,2012,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Copeia,1937,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Journal of herpetology,2011,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,American midland naturalist,1940,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Copeia,1991,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Journal of herpetology,2006,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Molecular phylogenetics and evolution,2006,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Systematic biology,2005,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Ecology,1967,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Forest ecology and management,2018,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Journal of herpetology,1989,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Canadian journal of zoology,1986,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Journal of herpetology,1986,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Canadian journal of zoology,1993,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Transactions of the kansas academy of science (1903-),1937,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,"Evolution &lt;html_ent glyph=""@amp;"" ascii=""&amp;amp;""/&gt; development",2006,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Herpetologica,2004,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,The journal of wildlife management,2010,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Copeia,1987,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Forest ecology and management,2016,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Journal of herpetology,2018,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Journal of herpetology,2006,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Copeia,1948,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Copeia,1982,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Journal of parasitology,2007,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Journal of wildlife management,2005,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,The journal of wildlife management,2012,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Zoological journal of the linnean society,2012,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Journal of thermal biology,2012,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Biological conservation,1998,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Copeia,1934,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Oecologia,2006,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,The journal of wildlife management,2000,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Ecology,1957,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Canadian journal of zoology,1994,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Journal of biogeography,2008,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Forest ecology and management,2018,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Five-Lined Skink Plestiodon Fasciatus,Carolinian population,2021,Genetics,1978,"COSEWIC assessment and status report on the common five-lined skink Plestiodon fasciatus, Carolinian population, Great Lakes/St. Lawrence population in Canada.: CW69-14/806-2021E-PDF Publications - Canada.ca"
Common Hoptree,Ptelea trifoliata,2003,Brittonia,1962,"COSEWIC assessment and update status report on the Common hoptree, Ptelea trifoliata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/316-2003E-IN Publications - Canada.ca"
Common Hoptree,Ptelea trifoliata,2003,Planta medica,1989,"COSEWIC assessment and update status report on the Common hoptree, Ptelea trifoliata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/316-2003E-IN Publications - Canada.ca"
Common Hoptree,Ptelea trifoliata,2003,Canadian journal of botany,1985,"COSEWIC assessment and update status report on the Common hoptree, Ptelea trifoliata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/316-2003E-IN Publications - Canada.ca"
Common Nighthawk,Chordeiles minor,2018,Center for climate and energy solutions,2011,"COSEWIC assessment and status report on the Common Nighthawk, Chordeiles minor, in Canada. [Andrew Gregg Horn]."
Common Nighthawk,Chordeiles minor,2018,Avian conservation and ecology,2015,"COSEWIC assessment and status report on the Common Nighthawk, Chordeiles minor, in Canada. [Andrew Gregg Horn]."
Common Nighthawk,Chordeiles minor,2018,Avian conservation and ecology,2013,"COSEWIC assessment and status report on the Common Nighthawk, Chordeiles minor, in Canada. [Andrew Gregg Horn]."
Common Nighthawk,Chordeiles minor,2018,Environmental research letters,2017,"COSEWIC assessment and status report on the Common Nighthawk, Chordeiles minor, in Canada. [Andrew Gregg Horn]."
Common Nighthawk,Chordeiles minor,2018,Science,2014,"COSEWIC assessment and status report on the Common Nighthawk, Chordeiles minor, in Canada. [Andrew Gregg Horn]."
Common Nighthawk,Chordeiles minor,2018,Frontiers in ecology and evolution,2018,"COSEWIC assessment and status report on the Common Nighthawk, Chordeiles minor, in Canada. [Andrew Gregg Horn]."
Common Nighthawk,Chordeiles minor,2018,Geophysical research letters,2012,"COSEWIC assessment and status report on the Common Nighthawk, Chordeiles minor, in Canada. [Andrew Gregg Horn]."
Common Nighthawk,Chordeiles minor,2018,Forest ecology and management,2017,"COSEWIC assessment and status report on the Common Nighthawk, Chordeiles minor, in Canada. [Andrew Gregg Horn]."
Common Nighthawk,Chordeiles minor,2018,Plos one,2013,"COSEWIC assessment and status report on the Common Nighthawk, Chordeiles minor, in Canada. [Andrew Gregg Horn]."
Common Nighthawk,Chordeiles minor,2018,Proceedings of the royal society b: biological sciences,2011,"COSEWIC assessment and status report on the Common Nighthawk, Chordeiles minor, in Canada. [Andrew Gregg Horn]."
Common Nighthawk,Chordeiles minor,2018,Methods in ecology and evolution,2013,"COSEWIC assessment and status report on the Common Nighthawk, Chordeiles minor, in Canada. [Andrew Gregg Horn]."
Common Nighthawk,Chordeiles minor,2018,The wilson journal of ornithology,2008,"COSEWIC assessment and status report on the Common Nighthawk, Chordeiles minor, in Canada. [Andrew Gregg Horn]."
Common Nighthawk,Chordeiles minor,2018,Journal of animal ecology,2010,"COSEWIC assessment and status report on the Common Nighthawk, Chordeiles minor, in Canada. [Andrew Gregg Horn]."
Common Nighthawk,Chordeiles minor,2018,Conservation biology,2008,"COSEWIC assessment and status report on the Common Nighthawk, Chordeiles minor, in Canada. [Andrew Gregg Horn]."
Common Nighthawk,Chordeiles minor,2018,The wilson journal of ornithology,2015,"COSEWIC assessment and status report on the Common Nighthawk, Chordeiles minor, in Canada. [Andrew Gregg Horn]."
Common Nighthawk,Chordeiles minor,2018,Proceedings of the royal society b: biological sciences,2012,"COSEWIC assessment and status report on the Common Nighthawk, Chordeiles minor, in Canada. [Andrew Gregg Horn]."
